"AGY_AGENCY_KEY"	"FNDDTL_FUND_DETAIL_KEY"	"SRC_SOURCE_KEY"	"AMOUNT"
43	344	832	40
43	344	887	201.28
43	344	887	615.76
43	344	887	42.95
43	344	887	1068.66
43	344	887	482.48
43	344	887	92.5
43	344	887	480.89
43	344	887	158
43	344	887	23.12
43	344	887	443.24
43	344	887	406.56
43	344	887	348.35
43	344	887	29.29
43	344	887	84.77
43	344	887	249.38
43	344	838	77.01
43	344	838	18.26
43	344	838	314.91
43	344	838	116.69
43	344	838	34
43	344	838	65
43	344	838	12.5
43	344	838	22
43	344	838	68
43	344	838	14.96
43	344	838	26.6
43	344	838	38.26
43	344	838	54.78
43	344	838	269.28
43	344	838	65.54
43	344	1143	3
43	344	1143	2
43	344	1143	2
43	344	1143	18
43	344	1143	1
43	344	1143	5
43	344	1143	2
43	344	1143	1
43	344	1143	5
43	344	1143	2
43	344	1143	4
43	344	1143	4
43	344	1143	4
43	344	1143	3
43	344	1143	9
43	344	950	116.73
43	344	950	56.6
43	344	950	318.67
43	344	950	495.5
43	344	950	16.6
43	344	950	161.95
43	344	950	150.55
43	344	950	30.48
43	344	950	1982.49
43	344	950	35.96
43	344	950	740.63
43	344	950	556.25
43	344	950	206.5
43	344	950	70.55
43	344	1143	357
43	344	1143	1
43	344	1143	114
43	344	1143	34
43	344	1143	420
43	344	1143	5
43	344	1143	42
43	344	1143	11
43	344	1143	43
43	344	1143	13
43	344	1143	56
43	344	1143	19
43	344	1143	71
43	344	1143	119
43	344	1143	1162
43	344	887	226.14
43	344	887	29.55
43	344	887	599.28
43	344	887	540.74
43	344	887	274.47
43	344	950	266.8
43	344	950	71.5
43	344	950	395.78
43	344	950	94.86
43	344	950	226.06
43	344	950	150.69
43	344	950	10
43	344	950	218.5
43	344	950	429.19
43	344	950	382.71
43	344	1143	40
43	344	1143	23
43	344	1143	1
43	344	1143	7
43	344	1143	66
43	344	1143	102
43	344	1143	26
43	344	1143	19
43	344	1143	7
43	344	1143	132
43	344	1143	211
43	344	1143	26
43	344	1143	1553
43	344	1143	4
43	344	1143	6
43	344	838	68
43	344	838	18
43	344	838	306
43	344	838	520.96
43	344	838	48.3
43	344	838	68
43	344	838	125.46
43	344	838	96.02
43	344	838	24.26
43	344	838	20
43	344	838	150
43	344	838	20.85
43	344	838	34
43	344	838	34
43	344	838	34
43	344	887	161.56
43	344	887	609.78
43	344	887	1274.73
43	344	887	584.55
43	344	887	985.79
43	344	887	44.06
43	344	887	858.18
43	344	887	731.59
43	344	887	198.23
43	344	887	295.06
43	344	887	470.26
43	344	887	434.37
43	344	887	123.15
43	344	887	473.24
43	344	887	81.79
43	344	887	250.46
43	344	887	213.94
43	344	887	664.59
43	344	887	319.29
43	344	887	608.83
43	344	887	832.84
43	344	887	112.49
43	344	887	430.11
43	344	887	371.63
43	344	887	1149.46
43	344	887	154.51
43	344	887	35.22
43	344	887	50.25
43	344	887	318
43	344	887	53.87
43	344	887	130.54
43	344	887	35.68
43	344	887	695.68
43	344	887	87.21
43	344	887	426.34
43	344	887	842.34
43	344	887	74.4
43	344	887	114.77
43	344	887	108.68
43	344	887	310.69
43	344	887	35.99
43	344	887	529.31
43	344	887	365.74
43	344	887	65.06
43	344	887	647.67
43	344	950	55.87
43	344	950	140.93
43	344	950	107.12
43	344	950	386.37
43	344	950	57.65
43	344	950	445.5
43	344	950	906.2
43	344	950	92.18
43	344	950	455.84
43	344	950	100
43	344	950	124.5
43	344	950	25
43	344	950	69.5
43	344	950	72
43	344	950	105.64
43	344	1143	93
43	344	1143	27
43	344	1143	1
43	344	1143	238
43	344	1143	38
43	344	1143	13
43	344	1143	45
43	344	1143	241
43	344	1143	1344
43	344	1143	53.92
43	344	1143	355
43	344	1143	14
43	344	1143	140
43	344	1143	17
43	344	1143	36
43	344	838	34
43	344	838	238
43	344	838	8.3
43	344	838	19.92
43	344	838	18.26
43	344	838	73.26
43	344	838	49.12
43	344	838	34
43	344	838	18.26
43	344	838	268.22
43	344	838	34
43	344	838	34
43	344	838	34
43	344	838	66.64
43	344	838	57.04
43	344	887	824.82
43	344	887	685.28
43	344	887	854.4
43	344	887	1576.11
43	344	887	340.95
43	344	887	295.14
43	344	887	523.6
43	344	887	1079.12
43	344	887	549.26
43	344	887	251.26
43	344	887	1739.03
43	344	887	248.11
43	344	887	198.05
43	344	887	627.31
43	344	887	1447.67
43	344	887	66.22
43	344	887	0.73
43	344	887	132.65
43	344	887	35.98
43	344	887	100.25
43	344	887	275.76
43	344	887	132.84
43	344	887	66.23
43	344	887	108.35
43	344	887	630.13
43	344	887	331.08
43	344	887	15.69
43	344	887	33.11
43	344	887	332.71
43	344	887	65.69
43	344	887	50.01
43	344	887	71.09
43	344	887	114.04
43	344	887	414.01
43	344	887	106.04
43	344	887	452.6
43	344	887	1152.85
43	344	887	186.14
43	344	887	27.48
43	344	887	255.47
43	344	887	322.33
43	344	887	1760.82
43	344	887	380.43
43	344	887	106.08
43	344	887	1042.34
43	344	950	472
43	344	950	1025.15
43	344	950	85.62
43	344	950	306.98
43	344	950	179.11
43	344	950	283.46
43	344	950	1091.52
43	344	950	1054.48
43	344	950	316.81
43	344	950	105.14
43	344	950	727.52
43	344	950	649.65
43	344	950	66.98
43	344	950	7
43	344	950	631.14
43	344	1143	581.65
43	344	1143	6
43	344	1143	21
43	344	1143	12
43	344	1143	63
43	344	1143	6
43	344	1033	3.42
43	344	1033	9.6
43	344	1033	8.6
43	344	1033	61.1
43	344	1033	24.76
43	344	1033	8.3
43	344	1033	45.36
43	344	1033	6.5
43	344	1033	27.3
43	344	887	117.33
43	344	887	417.23
43	344	887	935.74
43	344	887	399.42
43	344	887	50
43	344	887	31.92
43	344	887	9.29
43	344	887	693.13
43	344	887	69.15
43	344	887	25.11
43	344	887	802.88
43	344	887	235.75
43	344	887	117.3
43	344	887	96.69
43	344	887	797.18
43	344	887	151.59
43	344	887	260.95
43	344	887	442.78
43	344	887	639.77
43	344	887	4768.54
43	344	887	262.48
43	344	887	363.06
43	344	887	140.45
43	344	887	299.35
43	344	887	40.85
43	344	887	441.9
43	344	887	824.1
43	344	887	2237.88
43	344	887	1269
43	344	887	191.71
43	344	887	883.69
43	344	887	202.67
43	344	887	13.24
43	344	887	74.59
43	344	887	222.43
43	344	887	666.74
43	344	887	322.58
43	344	887	195.75
43	344	887	724.05
43	344	887	364.35
43	344	887	655.17
43	344	887	182.28
43	344	887	341.68
43	344	887	72.66
43	344	887	4304.61
43	344	1143	7
43	344	1143	18
43	344	1143	1
43	344	1143	2
43	344	1143	2
43	344	1143	3
43	344	1143	2
43	344	1143	2
43	344	1143	5
43	344	1143	3
43	344	1143	1
43	344	1143	9
43	344	1143	2
43	344	1143	4
43	344	1143	3
43	344	1143	4
43	344	1143	4
43	344	1143	97
43	344	1143	4
43	344	1143	462
43	344	1143	17
43	344	1143	5
43	344	1143	33
43	344	1143	24
43	344	1143	60
43	344	1143	6
43	344	1143	9
43	344	1143	23
43	344	1143	19
43	344	1143	30
43	344	950	821.44
43	344	950	218
43	344	950	151
43	344	950	103.97
43	344	950	111.15
43	344	950	7.55
43	344	950	550.78
43	344	950	113.95
43	344	950	82.37
43	344	950	30.71
43	344	950	3
43	344	950	321.69
43	344	950	24.82
43	344	950	287.24
43	344	950	705.76
43	344	1033	10
43	344	1033	30
43	344	1033	8.3
43	344	1033	6.7
43	344	1033	35
43	344	1033	19.2
43	344	1033	30
43	344	1033	16.6
43	344	1033	19.6
43	344	1033	8.3
43	344	1033	16.5
43	344	1033	20
43	344	1033	12
43	344	1033	28.6
43	344	1033	40.35
43	344	887	248.73
43	344	887	127.99
43	344	887	230.68
43	344	887	68.2
43	344	887	359.09
43	344	887	236.12
43	344	887	148.08
43	344	887	204.87
43	344	887	250.46
43	344	887	398.85
43	344	887	299.81
43	344	887	709.03
43	344	887	93.81
43	344	887	1503.32
43	344	887	27.48
43	344	887	410.14
43	344	887	757.37
43	344	887	27.26
43	344	887	210.01
43	344	887	202.39
43	344	887	459.63
43	344	887	173.89
43	344	887	70.06
43	344	887	739.96
43	344	887	193.02
43	344	887	242.39
43	344	887	862.77
43	344	887	316.1
43	344	887	202.99
43	344	887	89.5
43	344	1143	5
43	344	1143	93
43	344	1143	5
43	344	1143	109
43	344	1143	2
43	344	1143	30
43	344	1143	113
43	344	1143	7
43	344	1143	5
43	344	1143	5
43	344	1143	80
43	344	1143	11
43	344	1143	87
43	344	1143	18
43	344	1143	23
43	344	1143	89
43	344	1143	1
43	344	1143	74
43	344	1143	86
43	344	1143	60
43	344	1143	45
43	344	1143	15
43	344	1143	42
43	344	1143	71
43	344	1143	91
43	344	1143	23
43	344	1143	13
43	344	1143	9
43	344	1143	125
43	344	1143	3
43	344	898	0.58
43	344	898	15.81
43	344	898	3.79
43	344	898	2.95
43	344	898	9.55
43	344	898	8.28
43	344	898	4.21
43	344	898	4.33
43	344	898	21.85
43	344	898	43.83
43	344	898	20.04
43	344	898	7.11
43	344	887	882.02
43	344	887	550.47
43	344	887	32.97
43	344	950	19.89
43	344	950	120.4
43	344	950	107.72
43	344	950	268
43	344	950	76.6
43	344	950	90.38
43	344	950	117.98
43	344	950	40
43	344	950	10
43	344	887	15.51
43	344	887	174.7
43	344	887	58.65
43	344	887	900.71
43	344	887	651.95
43	344	887	5649.13
43	344	887	1210.71
43	344	887	620.11
43	344	887	11.85
43	344	887	61.42
43	344	887	310.81
43	344	887	85.89
43	344	887	736.5
43	344	832	20
43	344	832	20
43	344	832	20
43	344	832	20
43	344	832	260
43	344	832	40
43	344	832	40
43	344	832	120
43	344	832	40
43	344	832	100
43	344	832	20
43	344	832	100
43	344	832	40
43	344	832	20
43	344	832	500
43	344	951	9.6
43	344	951	10
43	344	951	10
43	344	951	10
43	344	951	10
43	344	951	6.5
43	344	951	9.6
43	344	951	21
43	344	951	10
43	344	951	16.6
43	344	951	20
43	344	951	115.7
43	344	951	10
43	344	951	20
43	344	951	39.6
43	344	202	289929.3
43	344	202	3809.55
43	344	202	37173.4
43	344	202	12975
43	344	202	1311.15
43	344	202	7788.65
43	344	202	2473.2
43	344	202	666
43	344	202	16836.6
43	344	202	16717.85
43	344	202	1425.9
43	344	202	1558.8
43	344	202	9250.65
43	344	202	2364.9
43	344	202	8298.3
43	344	952	145.25
43	344	952	876.61
43	344	952	11.83
43	344	952	20
43	344	952	560.76
43	344	952	181.88
43	344	952	23.71
43	344	952	670
43	344	952	463
43	344	952	415
43	344	952	83
43	344	952	167.03
43	344	952	374.76
43	344	952	111
43	344	952	227.55
43	344	1033	41.54
43	344	1033	19.75
43	344	1033	8.6
43	344	1033	10
43	344	1033	20
43	344	1033	6.26
43	344	1033	10
43	344	1033	10
43	344	1033	7.51
43	344	1033	10
43	344	1033	10
43	344	1033	8.6
43	344	1033	70
43	344	1033	18.6
43	344	1033	29.5
43	344	898	30.33
43	344	898	10.65
43	344	898	12.04
43	344	898	16.9
43	344	898	4.57
43	344	898	2.5
43	344	898	4.42
43	344	898	20.88
43	344	898	89.49
43	344	898	17.62
43	344	898	2.07
43	344	898	12.07
43	344	898	0.84
43	344	898	10
43	344	898	2
43	344	887	43.84
43	344	887	139.33
43	344	887	3550.47
43	344	887	125.73
43	344	887	398.01
43	344	887	6.64
43	344	887	83.43
43	344	887	62.25
43	344	887	304.34
43	344	887	214.1
43	344	887	600.43
43	344	887	128.11
43	344	887	324.62
43	344	887	69.36
43	344	887	100.5
43	344	832	100
43	344	832	339.2
43	344	832	80
43	344	832	20
43	344	832	120
43	344	832	440
43	344	832	160
43	344	832	100
43	344	838	36.52
43	344	838	96.22
43	344	838	127
43	344	838	34
43	344	838	34
43	344	838	34
43	344	838	56
43	344	951	20
43	344	951	19.6
43	344	951	1
43	344	951	4
43	344	951	24.6
43	344	951	19.6
43	344	951	6.5
43	344	951	9.6
43	344	951	4
43	344	951	9.6
43	344	951	8.3
43	344	951	18.3
43	344	951	110
43	344	951	8.3
43	344	951	10
43	344	202	14633.7
43	344	202	418.65
43	344	202	1240.05
43	344	202	5780.7
43	344	202	42974.45
43	344	202	49459.95
43	344	202	6097.35
43	344	202	4131
43	344	202	6250.2
43	344	202	10606.2
43	344	202	18826.9
43	344	202	17568.6
43	344	202	909.75
43	344	202	10345.55
43	344	202	2483.7
43	344	952	2059.59
43	344	952	27
43	344	952	431.39
43	344	952	107.9
43	344	950	645.56
43	344	950	50
43	344	950	405
43	344	950	835.73
43	344	950	130.39
43	344	950	20
43	344	950	143
43	344	950	134.31
43	344	950	16.6
43	344	950	27.15
43	344	950	333.74
43	344	1033	10
43	344	1033	169.05
43	344	1033	21.35
43	344	1033	40.68
43	344	1033	10
43	344	1033	10
43	344	1033	20
43	344	1033	10
43	344	1033	8.6
43	344	1033	110
43	344	1033	27.2
43	344	1033	43.35
43	344	1033	10
43	344	1033	18.6
43	344	1033	45
43	344	898	11.46
43	344	898	2.07
43	344	898	17.68
43	344	898	17.76
43	344	898	14.55
43	344	887	792.98
43	344	887	907.58
43	344	887	269.45
43	344	887	43.12
43	344	887	286.62
43	344	887	546.02
43	344	887	299.08
43	344	887	237.41
43	344	887	265.45
43	344	887	42.33
43	344	832	140
43	344	832	58.4
43	344	832	20
43	344	832	20
43	344	832	60
43	344	832	40
43	344	832	40
43	344	832	40
43	344	832	260
43	344	832	60
43	344	832	120
43	344	832	120
43	344	832	20
43	344	832	300
43	344	832	900
43	344	832	20
43	344	887	99.48
43	344	887	1039.91
43	344	887	352.1
43	344	887	1235.04
43	344	887	279.74
43	344	887	35.98
43	344	887	314.39
43	344	887	375.05
43	344	887	98.87
43	344	887	537.19
43	344	887	17.99
43	344	887	27.65
43	344	887	2256.34
43	344	887	50
43	344	887	104.17
43	344	838	34
43	344	838	34
43	344	838	52.26
43	344	838	178.24
43	344	838	46.89
43	344	838	239.41
43	344	838	67.2
43	344	838	68
43	344	838	52.64
43	344	838	158
43	344	838	10.37
43	344	838	68
43	344	838	34
43	344	838	6
43	344	838	54.64
43	344	1143	2
43	344	1143	3
43	344	1143	2
43	344	1143	17
43	344	1143	7
43	344	1143	2
43	344	1143	4
43	344	1143	5
43	344	1143	2
43	344	1143	16
43	344	1143	6
43	344	1143	5
43	344	1143	45
43	344	1143	6
43	344	1143	47
43	344	1143	20
43	344	950	131
43	344	950	50
43	344	950	20.42
43	344	950	1470.65
43	344	950	153.5
43	344	950	41.4
43	344	950	212
43	344	950	25
43	344	950	502.64
43	344	950	1614.88
43	344	950	238.01
43	344	950	154.18
43	344	950	305.5
43	344	950	41.5
43	344	950	584.5
43	344	1143	537
43	344	1143	6
43	344	1143	712
43	344	1143	1917
43	344	1143	57
43	344	1143	334
43	344	1143	4
43	344	1032	23.32
43	344	1032	20
43	344	1032	16.6
43	344	1032	70
43	344	1032	20
43	344	1032	34
43	344	1032	20
43	344	1032	20
43	344	887	434.07
43	344	887	58.05
43	344	887	777.61
43	344	887	274.92
43	344	887	92.5
43	344	887	65.54
43	344	887	13.8
43	344	887	16.56
43	344	887	35.99
43	344	887	90.97
43	344	887	289.82
43	344	887	797.41
43	344	887	254.98
43	344	887	1557.22
43	344	887	1324.74
43	344	832	40
43	344	832	40
43	344	832	60
43	344	832	20
43	344	832	20
43	344	832	60
43	344	832	40
43	344	832	40
43	344	832	20
43	344	832	60
43	344	832	140
43	344	832	20
43	344	832	20
43	344	832	40
43	344	832	58.4
43	344	887	36.61
43	344	887	172.24
43	344	887	73.16
43	344	887	84.77
43	344	887	57.26
43	344	887	13.24
43	344	887	112.15
43	344	887	21.56
43	344	887	38.57
43	344	887	346.16
43	344	887	328.97
43	344	887	126.45
43	344	887	362.02
43	344	887	195.28
43	344	887	130.76
43	344	838	34
43	344	838	396
43	344	838	158
43	344	838	34
43	344	838	22
43	344	838	31.47
43	344	838	170
43	344	887	280.03
43	344	887	35.99
43	344	887	186.22
43	344	887	1040.86
43	344	887	245.7
43	344	887	254.21
43	344	887	198.91
43	344	887	362.85
43	344	1143	3
43	344	1143	1
43	344	1143	2
43	344	1143	3
43	344	1143	3
43	344	1143	1
43	344	1143	21
43	344	1143	6
43	344	1143	11
43	344	1143	1
43	344	1143	2
43	344	1143	36
43	344	1143	119
43	344	1143	11
43	344	1143	11
43	344	950	23.9
43	344	950	94.6
43	344	950	208.61
43	344	950	608.76
43	344	950	743.54
43	344	950	749.75
43	344	950	3719.24
43	344	950	653.99
43	344	950	244.53
43	344	950	90
43	344	950	1072.67
43	344	950	141
43	344	950	1008.33
43	344	950	90
43	344	950	93
43	344	1032	13
43	344	1032	20
43	344	1032	20
43	344	1032	20
43	344	1032	30
43	344	1032	70
43	344	1032	125
43	344	1032	17
43	344	1143	61
43	344	1143	32
43	344	1143	76
43	344	1143	12
43	344	1143	13
43	344	1143	67
43	344	1143	169
43	344	1143	18
43	344	1143	7
43	344	838	96.66
43	344	838	365.47
43	344	838	34
43	344	838	32.64
43	344	838	114.2
43	344	838	34
43	344	838	178.74
43	344	838	136
43	344	838	34
43	344	838	34
43	344	838	575
43	344	838	68
43	344	838	34
43	344	838	34
43	344	838	68
43	344	887	80.02
43	344	887	19.87
43	344	887	790.19
43	344	887	17.99
43	344	887	118.35
43	344	887	242.63
43	344	887	506.32
43	344	887	330.47
43	344	887	39.58
43	344	887	82.56
43	344	887	1119.66
43	344	887	66.23
43	344	887	113.34
43	344	887	128.44
43	344	887	883.19
43	344	887	534.6
43	344	887	142.7
43	344	887	242.96
43	344	887	336.77
43	344	887	1392.75
43	344	887	439.31
43	344	887	406.61
43	344	887	265.04
43	344	887	504.05
43	344	887	3361.09
43	344	887	877.08
43	344	887	202.05
43	344	887	38.39
43	344	887	41.5
43	344	887	5043.49
43	344	887	1914.76
43	344	887	70.4
43	344	887	96.19
43	344	887	61.63
43	344	887	660.4
43	344	887	547.99
43	344	887	382.81
43	344	887	266.45
43	344	887	290.82
43	344	887	34
43	344	887	517.41
43	344	887	464.49
43	344	887	512.11
43	344	887	82.74
43	344	887	71.14
43	344	1143	2
43	344	1143	75
43	344	1143	3
43	344	1143	2
43	344	1143	29
43	344	1143	10
43	344	1143	17
43	344	1143	37
43	344	1143	69
43	344	1143	13
43	344	1143	3
43	344	1143	5
43	344	1143	4
43	344	1143	178
43	344	1143	24
43	344	898	5
43	344	898	0.3
43	344	898	9.72
43	344	898	7.06
43	344	898	4.2
43	344	898	57.86
43	344	898	22.43
43	344	898	1.5
43	344	898	0.65
43	344	898	12.85
43	344	898	4.01
43	344	898	26.05
43	344	898	14.5
43	344	898	0.36
43	344	898	16.82
43	344	887	133.15
43	344	887	2382.02
43	344	887	50
43	344	887	200.42
43	344	887	212.52
43	344	887	384.55
43	344	887	337.51
43	344	887	2942.44
43	344	887	789.91
43	344	887	358.16
43	344	887	315.2
43	344	887	92.5
43	344	887	393.17
43	344	887	717.03
43	344	887	92.74
43	344	887	41.17
43	344	887	100.22
43	344	887	2
43	344	887	50
43	344	887	1019.34
43	344	887	15.53
43	344	887	677.52
43	344	887	50.01
43	344	887	318.44
43	344	887	110.93
43	344	887	50
43	344	887	129.47
43	344	887	36.42
43	344	887	406.46
43	344	887	983.31
43	344	887	247.44
43	344	887	11.67
43	344	887	345.22
43	344	887	397.54
43	344	887	136.28
43	344	887	2599.64
43	344	887	515.09
43	344	887	69.07
43	344	887	309.47
43	344	887	259.92
43	344	887	110.02
43	344	887	1029.96
43	344	887	1911.5
43	344	887	399.88
43	344	887	153
43	344	1143	3
43	344	1143	38
43	344	1143	2
43	344	1143	6
43	344	1143	82
43	344	1143	11
43	344	1143	5
43	344	1143	1
43	344	1143	12
43	344	1143	1
43	344	1143	6
43	344	1143	179
43	344	1143	7
43	344	1143	17
43	344	1143	5
43	344	898	2.5
43	344	898	8.01
43	344	898	2.5
43	344	898	0.3
43	344	898	1.79
43	344	898	2.07
43	344	898	10.34
43	344	898	8.15
43	344	898	9.55
43	344	898	4.03
43	344	898	8.9
43	344	898	14.66
43	344	898	1.51
43	344	898	15
43	344	898	38.11
43	344	838	12
43	344	838	18.26
43	344	838	79.47
43	344	838	28.22
43	344	838	68
43	344	838	24
43	344	887	18.74
43	344	887	2170.87
43	344	887	222.25
43	344	887	73.78
43	344	887	30.79
43	344	887	71.97
43	344	887	505.23
43	344	887	111
43	344	887	660.78
43	344	887	35.81
43	344	887	129.27
43	344	887	191.73
43	344	887	280.33
43	344	887	374.93
43	344	887	368.51
43	344	887	83.92
43	344	887	232.61
43	344	887	268.86
43	344	887	455.59
43	344	950	162.05
43	344	950	51.77
43	344	950	50
43	344	950	683.1
43	344	950	277
43	344	950	210.43
43	344	1033	10
43	344	1033	8.3
43	344	1033	10
43	344	1033	26.6
43	344	1033	19.6
43	344	1033	18.3
43	344	1033	2.35
43	344	1033	31
43	344	1033	17.3
43	344	1033	2.5
43	344	1033	20
43	344	1033	10
43	344	1033	29.2
43	344	1033	10
43	344	1033	16.6
43	344	887	153.81
43	344	887	167.94
43	344	887	462.23
43	344	887	247.64
43	344	887	212.15
43	344	887	549.93
43	344	887	434.24
43	344	887	69.85
43	344	887	187.48
43	344	887	103.37
43	344	887	239.18
43	344	887	291.26
43	344	887	280.82
43	344	887	119.71
43	344	887	16.56
43	344	887	68.51
43	344	887	439.64
43	344	887	438.02
43	344	887	49.67
43	344	887	47.61
43	344	887	287.57
43	344	887	277.84
43	344	887	44.79
43	344	887	29.87
43	344	887	13.46
43	344	887	0.01
43	344	887	432.7
43	344	887	178.56
43	344	887	1748.23
43	344	887	61.57
43	344	887	11.76
43	344	887	66.22
43	344	887	246.16
43	344	887	193.08
43	344	887	428.36
43	344	887	435.2
43	344	887	1172.88
43	344	887	184.34
43	344	887	1086.67
43	344	887	127.29
43	344	887	113.52
43	344	887	481.36
43	344	887	34.68
43	344	887	474.9
43	344	887	463.08
43	344	1143	40
43	344	1143	45
43	344	1143	278
43	344	1143	26
43	344	1143	20
43	344	1143	238
43	344	1143	132
43	344	1143	1
43	344	1143	691
43	344	1143	20
43	344	1143	32
43	344	1143	6
43	344	1143	29
43	344	1143	14
43	344	1143	3
43	344	1143	5
43	344	1143	3
43	344	1143	15
43	344	1143	22
43	344	1143	183
43	344	1143	7
43	344	1143	29
43	344	1143	13
43	344	1143	1
43	344	1143	25
43	344	1143	28
43	344	1143	11
43	344	1143	132
43	344	1143	28
43	344	1143	33
43	344	887	122.97
43	344	887	261.95
43	344	887	152.63
43	344	887	278.26
43	344	887	177.5
43	344	887	558.27
43	344	887	330.58
43	344	887	150.93
43	344	887	71.97
43	344	887	14.93
43	344	887	232.29
43	344	887	2487.5
43	344	887	451.82
43	344	887	901.23
43	344	887	95.2
43	344	950	18.26
43	344	950	622.85
43	344	950	83.02
43	344	950	254.09
43	344	950	101.98
43	344	950	107.9
43	344	950	2068.27
43	344	950	103.17
43	344	950	517.95
43	344	950	200.83
43	344	950	335
43	344	950	58.87
43	344	950	68.67
43	344	950	594.22
43	344	1033	5.62
43	344	1033	7
43	344	1033	134
43	344	1033	7.62
43	344	1033	37.3
43	344	1033	10
43	344	1033	10
43	344	1033	8.3
43	344	1033	9.6
43	344	1033	8.3
43	344	1033	16.55
43	344	1033	10
43	344	1033	50
43	344	1033	33.35
43	344	1033	6.61
43	344	887	807.57
43	344	887	369.35
43	344	887	120.08
43	344	887	395.39
43	344	887	155.78
43	344	887	269.66
43	344	887	52.8
43	344	887	13.46
43	344	887	145.93
43	344	887	144.38
43	344	887	202.96
43	344	887	83.04
43	344	887	154.68
43	344	887	698.97
43	344	887	697.85
43	344	887	375.73
43	344	887	180.32
43	344	887	248.52
43	344	887	523.12
43	344	887	241.6
43	344	887	39.69
43	344	887	984.97
43	344	887	129.83
43	344	887	26.5
43	344	887	9.4
43	344	887	78.48
43	344	887	213.86
43	344	887	110.14
43	344	887	870.09
43	344	887	130.65
43	344	887	511.87
43	344	887	146.37
43	344	887	504.42
43	344	887	405.54
43	344	887	1704.92
43	344	887	548.65
43	344	887	274.11
43	344	887	32.29
43	344	887	144.22
43	344	887	1014.4
43	344	887	250.57
43	344	887	84.38
43	344	887	109.36
43	344	887	612.72
43	344	887	71.97
43	344	1143	18
43	344	1143	43
43	344	1143	65
43	344	1143	1784
43	344	1143	484
43	344	1143	60
43	344	1143	32
43	344	1143	658
43	344	1143	1767
43	344	1143	9
43	344	1143	6
43	344	1143	364
43	344	202	2276.7
43	344	202	3443.15
43	344	202	675.75
43	344	202	7790.15
43	344	202	5832.3
43	344	202	3585.95
43	344	950	285.36
43	344	950	657.15
43	344	950	68.8
43	344	950	731.75
43	344	950	555.48
43	344	950	1054.54
43	344	950	1615.35
43	344	950	37.15
43	344	950	100
43	344	950	607.07
43	344	950	147.16
43	344	950	448.22
43	344	950	18.92
43	344	950	217.12
43	344	950	82
43	344	1033	8.6
43	344	1033	33
43	344	1033	40
43	344	1033	6.5
43	344	1033	20
43	344	1033	2
43	344	1033	10
43	344	1033	18.6
43	344	1033	7.74
43	344	1033	10
43	344	1143	5
43	344	1143	12
43	344	1143	1
43	344	1143	10
43	344	1143	2
43	344	832	20
43	344	832	40
43	344	832	240
43	344	832	20
43	344	832	40
43	344	832	40
43	344	832	20
43	344	832	20
43	344	832	20
43	344	832	20
43	344	832	40
43	344	832	40
43	344	832	20
43	344	832	20
43	344	832	20
43	344	887	695.68
43	344	887	501.61
43	344	887	130.59
43	344	887	1062.09
43	344	887	139.72
43	344	887	731.57
43	344	887	3455.66
43	344	887	2093.05
43	344	887	1575.7
43	344	887	202.7
43	344	887	10.55
43	344	887	52.59
43	344	887	81.78
43	344	887	173.52
43	344	887	1092
43	344	838	46.82
43	344	838	29
43	344	838	172.16
43	344	838	68.77
43	344	838	14.3
43	344	838	25
43	344	838	34
43	344	838	43
43	344	838	194.59
43	344	838	34
43	344	838	14.94
43	344	838	34
43	344	838	22
43	344	838	34
43	344	838	82.48
43	344	951	9.6
43	344	951	50.65
43	344	951	20
43	344	951	25.3
43	344	1033	40
43	344	1033	10
43	344	1033	43
43	344	1033	12.49
43	344	1033	10
43	344	1033	35.6
43	344	1033	8.3
43	344	1033	10
43	344	1033	10
43	344	1033	29.6
43	344	1033	16.6
43	344	202	14237.25
43	344	202	2033.85
43	344	202	2980.35
43	344	202	75113.75
43	344	202	845.4
43	344	202	772.2
43	344	202	3359.1
43	344	202	8302.55
43	344	202	2556.45
43	344	202	95485.1
43	344	202	33311.3
43	344	202	976.55
43	344	202	584.55
43	344	202	22566.7
43	344	202	20608.2
43	344	950	2801.82
43	344	950	441.5
43	344	950	270.4
43	344	950	48.75
43	344	950	65.8
43	344	950	1054.75
43	344	950	174
43	344	950	282.9
43	344	950	266
43	344	950	295
43	344	950	40
43	344	950	172.5
43	344	950	237.48
43	344	950	241.42
43	344	950	42.47
43	344	1143	8
43	344	1143	3
43	344	1143	16
43	344	1143	128
43	344	1143	22
43	344	1143	9
43	344	1143	2
43	344	1143	1
43	344	1143	40
43	344	1143	96
43	344	1143	3
43	344	1143	5
43	344	1143	5
43	344	1143	1
43	344	1143	1
43	344	832	40
43	344	832	40
43	344	832	80
43	344	832	20
43	344	832	340
43	344	832	20
43	344	832	140
43	344	832	100
43	344	832	459.2
43	344	832	200
43	344	832	60
43	344	832	20
43	344	832	160
43	344	832	60
43	344	832	520
43	344	887	312.46
43	344	887	343.7
43	344	887	3288.06
43	344	887	23.76
43	344	887	17.99
43	344	887	428.92
43	344	887	81.7
43	344	887	155.74
43	344	887	420.74
43	344	887	46.47
43	344	887	295.41
43	344	887	0.83
43	344	887	112.5
43	344	887	121.25
43	344	887	218.87
43	344	838	5.81
43	344	838	52.26
43	344	838	481.77
43	344	838	62.22
43	344	838	44
43	344	838	34
43	344	838	120.26
43	344	838	25
43	344	838	90
43	344	838	10.5
43	344	838	62.22
43	344	838	158
43	344	838	61
